สร้าง;sâːŋ;បង្កើត
เช่น;tɕʰên;ដូច​​​ជា​ការ
ละ;láʔ;ជា​រៀងរាល់
ท่าน;tʰân;អ្នក (នយោបាយ​)
ไม่ว่า;mâj wâː;ដោយ​មិន​គិត​ពី, មិន​ថា​បញ្ហា​អ្វី
เก็บ;kèp;ឃ្លំ យក​ទៅ​អោយ​ឆ្ងាយ
ผล;pʰǒn;លទ្ធផល​នៃ​ការ
กลายเป็น;klaːj pen;ក្លាយ​​​ទៅ​ជា
จัด;tɕàt;ajust​, រៀបចំ​ឱ្យ​មាន​, ជួសជុល
ใช่;tɕʰâj;ត្រឹមត្រូវ
เธอ;tʰɤː;របស់​នាង
ที่มา;tʰîː maː;ប្រភព​ដើម​, ប្រភព​, ប​ណ្តា​ល​ឱ្យ
ตัวเอง;tuːa ʔeːŋ;ខ្លួន​វា​ផ្ទាល់
ทหาร;tʰá hǎːn;ទាហាន
แสดง;sà dɛːŋ;បង្ហាញ
พูด;pʰûːt;និយាយ
อาหาร;ʔaː hǎːn;ម្ហូប​អាហារ
ใด;daj;ណាមួយ​ឡើយ
กลุ่ม;klùm;ជា​ក្រុម
ช่วง;tɕʰûːaŋ;តំ​ណា​ក់​កាល
ฉัน;tɕʰǎn;ខ្ញុំ (ភាគ​ច្រើន​ជា​ស្ត្រី​)
โอกาส;ʔoː kàːt;ឱកាស​មួយ
นาย;naːj;លោក
เรียน;riːan;ការ​សិក្សា
เสียง;sǐːaŋ;សំឡេង
โรง;roːŋ;ការ​កសាង​, រចនា​ស​ម្ព័​ន
ตน;ton;ដោយ​ខ្លួន​ឯង
ระดับ;ráʔ dàp;កម្រិត​, ថ្នាក់​ទី
ครอบครัว;kʰrɔ̂ːp kʰruːa;ក្រុម​គ្រួសារ
เปิด;pɤ̀ːt;ការ​បើក​ចំហ​រ
ภายใน;pʰaːj naj;ក្នុង​រយៈ​ពេល
เหลือ;lɯ̌ːa;នៅ​សល់
แทน;tʰɛːn;ជំនួស​វិញ
มอง;mɔːŋ;ទិដ្ឋភាព
พวก;pʰûːak;ក្រុម​អ្នក​, គណ​បក្ស
ญาติ;jâːt;សាច់ញាតិ
ติด;tìt;ជាប់នឹង​, ភ្ជាប់​ទៅ
นาน;naːn;ជា​យូរ​មក​ហើយ
ระบบ;ráʔ bòp;ក្នុង​ប្រព័ន្ធ
พัฒนา;pʰát tʰá naː;ការ​អភិវឌ្ឍ
ภรรยา;pʰan rá jaː;ភរិយា​របស់
สังคม;sǎŋ kʰom;សង្គម
จำนวน;tɕam nuːan;ចំនួន​ទឹកប្រាក់
สำคัญ;sǎm kʰan;សារៈ​សំខាន់
วัด;wát;ប្រាសាទ​ព្រះវិហារ
เดียวกัน;diːaw kan;ដូចគ្នា
แน่นอน;nɛ̂ː nɔːn;ជា​ការ​ពិត​ណាស់
ชาว;tɕʰaːw;​មនុស្ស
มากมาย;mâːk maːj;ជា​ច្រើន
รักษา;rák sǎː;ការ​ព្យាបាល
ลด;lót;កាត់​បន្ថយ
แรง;rɛːŋ;កម្លាំង​, កម្លាំង​, អំណាច​, អាក្រក់
สุข;sùk;សុភមង្គល
ชาวบ้าน;tɕʰaːw bâːn;អ្នកភូមិ
ค่า;kʰâː;ការ​ចំណាយ
เจ้าของ;tɕâw kʰɔ̌ːŋ;ម្ចាស់
มุม;mum;មុំ​, ជ្រុង
เพิ่ม;pʰɤ̂ːm;បន្ថែម
ระยะ;ráʔ jáʔ;តំ​ណា​ក់​កាល
ข้าม;kʰâːm;ឆ្លង​, នៅ​ទូទាំង
สู่;sùː;ដើម្បី
พร้อม;pʰrɔ́ːm;ក្នុង​ពេល​ដំណាល​គ្នា​, ត្រៀម​ខ្លួន​ជា​ស្រេច
รู้สึก;rúː sɯ̀k;មាន​អារម្មណ៍​ថា
นี่;nîː;នេះ
หมด;mòt;ទាំងអស់​, ទទេ
หลังจาก;lǎŋ tɕàːk;បន្ទាប់​ពី​ការ
เพลง;pʰleːŋ;តន្ត្រី​, បទ​ចម្រៀង
จนถึง;tɕon tʰɯ̌ŋ;រហូត​មក​ដល់
ยังคง;jaŋ kʰoŋ;នៅ​តែ​មាន
รอบ;rɔ̂ːp;វ​ដ្ត​, ជុំ​ទី​, សៀគ្វី
ติดต่อ;tìt tɔ̀ː;ទំ​ន​ក់​ទំនង
ความรู้สึก;kʰwaːm rúː sɯ̀k;អារម្មណ៍
ปลาย;plaːj;ការ​បញ្ចប់
แต่ง;tɛ̀ŋ;ស្លៀកពាក់, ដើម្បី​សរសេរ / តែង
นักเรียน;nák riːan;និស្សិត
สงบ;sà ŋòp;ដោយ​សន្តិវិធី
สนใจ;sǒn tɕaj;មាន​ការ​ចាប់​អារម្មណ៍
ปกติ;pà kà tìʔ;ការ​ធម្មតា
จุด;tɕùt;ចំណុច
ครู;kʰruː;គ្រូ​បង្រៀន
สมัย;sà mǎj;រយៈពេល
อายุ;ʔaː júʔ;ដែល​មាន​អាយុ
กล่าว;klàːw;និយាយ
กำหนด;kam nòt;បញ្ជាក់​, កាលវិភាគ
ประจำ;pràʔ tɕam;ជា​ទៀងទាត់
ประโยชน์;pràʔ jòːt;ទទួល​បាន​ផល​ប្រយោជន៍​, ការ​ប្រើ​ប្រាស់
จำเป็น;tɕam pen;ចាំប​​ាច់
เกิน;kɤːn;លើស​ពី​, កើន​លើស​, ទៅ​ហួស​ពី
นาง;naːŋ;អ្នកស្រី។
คืน;kʰɯːn;យប់
สภาพ;sà pʰâːp;ស្ថានភាព​ជំងឺ
เศรษฐกิจ;sèːt tʰà kìt;សេដ្ឋ​កិច្ច
ทะเล;tʰáʔ leː;សមុទ្រ
ดังกล่าว;daŋ klàːw;ខាងលើ
โดยเฉพาะ;doːj tɕʰà pʰɔ́ʔ;ជាពិសេស
จัดการ;tɕàt kaːn;ដោះស្រាយ​, គ្រប់គ្រង
โรงเรียน;roːŋ riːan;សាលា​រៀន
เล่า;lâw;បាន​ប្រាប់​
มนุษย์;má nút;របស់​មនុស្ស
พ่อ;pʰɔ̂ː;ឪពុក​របស់
ชนิด;tɕʰá nít;ថ្នាក់​រៀន​, ការ​តម្រៀប​, ប្រភេទ
ประชาชน;pràʔ tɕʰaː tɕʰon;ពលរដ្ឋ
กรณี;kà rá niː;មាន​ករណី
ปัจจุบัน;pàt tɕùʔ ban;បច្ចុប្បន្ន​នេះ
ใส่;sàj;បាន​ដាក់
รถ;rót;រថ​យ​ន្ដ
ขาด;kʰàːt;កង្វះ​, មិន​ពេញលេញ
ข้อ;kʰɔ̂ː;អត្ថបទ​, រួម​គ្នា
รัฐ;rát;របស់​រដ្ឋ
หลัก;làk;ចម្បង​, គោលការណ៍
สามี;sǎː miː;ប្តី​របស់​នាង
พี่;pʰîː;បងប្អូន​បង្កើត​ដែល​មាន​វ័យ​ចំណាស់
สำเร็จ;sǎm rèt;ការ​ទទួល​បាន​ជោគជ័យ
ความจริง;kʰwaːm tɕiŋ;សេចក្តី​ពិត
วิธี;wíʔ tʰiː;វិធី​សា​ស្រ្ត
เรื่องราว;rɯ̂ːaŋ raːw;រឿង​រ៉ាវ​, រឿងនិទាន​គណនី​,
ภาษา;pʰaː sǎː;ភាសា
หน้าที่;nâː tʰîː;កាតព្វកិច្ច
อำเภอ;ʔam pʰɤː;ស្រុក
เหตุ;hèːt;ស្ថានភាព​នៅ​, ប​ណ្តា​ល​ឱ្យ​, ហេតុផល
เดินทาง;dɤːn tʰaːŋ;ការ​ធ្វើ​ដំណើរ
ทั่ว;tʰûːa;ទាំងអស់​, ទាំងមូល​, ពេញលេញ
มัก;mák;បាន​ញឹកញាប់ ទំនោរ​ចិត្ដ​ឆ្ពោះទៅ​រក
พิจารณา;pʰíʔ tɕaː rá naː;ពិចារណា​អំពី​ការ
พิเศษ;pʰíʔ sèːt;ពិសេស
ธรรมดา;tʰam má daː;ធម្មតា​, ការ​ធម្មតា
ผลิต;pʰàʔ lìt;ការផលិត
พิมพ์;pʰim;ការ​បោះពុម្ព​, ប្រភេទ
โต;toː;ធំ រីក​លូតលាស់​ឡើង
พา;pʰaː;ដឹក​នាំ​, អនុវត្ត
ยอมรับ;jɔːm ráp;ទទួល​យក
ลักษณะ;lák sàʔ nàʔ;លក្ខណៈ​, គុណលក្ខណៈ
ตัดสินใจ;tàt sǐn tɕaj;ការ​សម្រេច​ចិត្ត
อารมณ์;ʔaː rom;អារម្មណ៍
ผู้ใหญ่;pʰûː jàj;មនុស្ស​ពេញវ័យ
เสนอ;sà nɤ̌ː;ការ​ផ្តល់​ជូន
กา;kaː;សត្វ​ក្អែក
ข้าว;kʰâːw;ស្រូវ​អង្ករ
ปฏิบัติ;pà tìʔ bàt;ការ​អនុវត្តន៍​, ការ​ស​ម្តែ​ង
ตำแหน่ง;tam nɛ̀ŋ;ទីតាំង
ข้อมูล;kʰɔ̂ː muːn;ព័ត៌មាន
การศึกษา;kaːn sɯ̀k sǎː;ការ​អប់រំ
ตนเอง;ton ʔeːŋ;ដោយ​ខ្លួន​ឯង
วัย;waj;ដែល​មាន​អាយុ
ชัดเจน;tɕʰát tɕeːn;ការ​ច្បាស់​លាស់
จับ;tɕàp;ចាប់​, ការ​ប៉ះ
ปรากฏ;praː kòt;បង្ហាញ​ឡើង មើល​ទៅ​ហាក់​ដូច​, បាន​បង្ហាញ
รัฐบาล;rát tʰà baːn;រដ្ឋា​ភិ​បាល
ดูแล;duː lɛː;យកចិត្តទុកដាក់, មើលថែ
ท้าย;tʰáːj;ការ​បញ្ចប់
กฎหมาย;kòt mǎːj;ក្នុង​ច្បាប់
รวมทั้ง;ruːam tʰáŋ;រួម​បញ្ចូល​ទាំង​ការ​, មាន
อำนาจ;ʔam nâːt;អំណាច
ห้าม;hâːm;ហាមឃាត់​, វា​ត្រូវ​បាន​គេ​ហាម​ឃាត់​មិន​ឱ្យ
ธรรมชาติ;tʰam má tɕʰâːt;ធម្មជាតិ
วันที่;wan tʰîː;នា​ពេល​បច្ចុប្បន្ន​នេះ
เกินไป;kɤːn paj;ពេក
แล้วก็;lɛ́ːw kɔ̂ː;ហើយ​បន្ទាប់
รวดเร็ว;rûːat rew;ដែល​មាន​ល្បឿន​លឿន
ส่วนใหญ่;sùːan jàj;ភាគ​ច្រើន​, មួយ​ផ្នែក​ធំ
ป่า;pàː;ព្រៃ​ឈើ
เหตุผล;hèːt pʰǒn;ហេតុផល
นา;naː;ដី​ស្រែ​, ដី​ធ្លី
เลิก;lɤ̂ːk;ចាកចេញ
ราช;râːt tɕʰá;រាជ
พูดถึง;pʰûːt tʰɯ̌ŋ;និយាយ​អំពី​ការ
จบ;tɕòp;ការ​បញ្ចប់
ประเภท;pràʔ pʰêːt;ប្រភេទ
คณะ;kʰá náʔ;មហាវិទ្យាល័យ​, ក្រុមប្រឹក្សា ជា​ក្រុម
บริเวณ;bɔ̀ʔ ríʔ weːn;តំបន់​ដែល
ความคิด;kʰwaːm kʰít;ជា​គំនិត​, គិត​ថា
อาศัย;ʔaː sǎj;រស់នៅ, ទៅ​រស់នៅ
มิ;míʔ;អី​! គ្មាន
บุคคล;bùk kʰon;មនុស្ស​ម្នាក់ (ជា​ផ្លូវការ​)
จังหวัด;tɕaŋ wàt;ខេត្ត
หลวง;lǔːaŋ;រាជ
ยอม;jɔːm;លិខិត​អនុញ្ញាត
ปิด;pìt;បាន​បិទ
อย่า;jàː;កុំ
เต็มที่;tem tʰîː;ពេញ​លេញ
ฐานะ;tʰǎː náʔ;ទីតាំង​, ទីតាំង​ដែល​ទាក់ទង
ชิ้น;tɕʰín;ដុំ
อากาศ;ʔaː kàːt;ខ្យល់​, អាកាសធាតុ
คนใน;kʰon naj;ប្រភព
ก่อ;kɔ̀ː;មូលហេតុ​នាំ​ឱ្យ​មាន​ការ​, ស្ថាបនា
เหตุการณ์;hèːt kaːn;ព្រឹ​ត្ត​ការណ៍
ราย;raːj;កំណត់​ត្រា​, បញ្ជី​នៃ​ធាតុ​, មាន​ករណី​, ឧទាហរណ៍
ดังนั้น;daŋ nán;ដូច្នេះ​, ហេតុនេះ​ហើយ​បាន​ជា​, ដោយសារតែ
ต่อมา;tɔ̀ː maː;ក្រោយមក​, បន្ទាប់​ពី​នោះ
ไร้;ráj;ដោយ​គ្មាន
ย้าย;jáːj;ការ​ផ្លាស់​ប្តូ​រ
บรรยากาศ;ban jaː kàːt;បរិយាកាស
งาม;ŋaːm;ស្រស់​ស្អាត
สั่ง;sàŋ;ការ​បញ្ជាទិញ
พื้นที่;pʰɯ́ːn tʰîː;តំបន់​ដែល
การเมือง;kaːn mɯːaŋ;ន​យោ​បាយ
น่าเชื่อ;nâː tɕʰɯ̂ːa;ជឿ​, អាច​ជឿ​ទុកចិត្ត​បាន
ปล่อย;plɔ̀ːj;ការ​ចេញផ្សាយ
คำถาม;kʰam tʰǎːm;សំណួរ​សួរ
เพียงแต่;pʰiːaŋ tɛ̀ː;តែ​ប៉ុណ្ណោះ
เลี้ยง;líːaŋ;ការ​ចិញ្ចឹម​បីបាច់
สัก;sàk;នៅ​ពេល​ដែល​, គ្រាន់​តែ​ជា​ការ
มหาวิทยาลัย;má hǎː wít tʰá jaː laj;សាកល​វិទ្យា​ល័​យ
ประกอบ;pràʔ kɔ̀ːp;ការ​រួម​បញ្ចូល​គ្នា​, ដាក់​​​រួម​គ្នា, កសាង
ชน;tɕʰon;ធ្លាក់​យន្តហោះ
ความรู้;kʰwaːm rúː;ចំ​នេះ​ដឹង
ฆ่า;kʰâː;សំ​លាប់
เปลี่ยนแปลง;plìːan plɛːŋ;ការ​ផ្លាស់​ប្តូ​រ
ผู้คน;pʰûː kʰon;មាន​មនុស្ស
แยก;jɛ̂ːk;ដោយ​ឡែក​ពី​គ្នា
มาตรา;mâːt traː;ផ្នែក
อา;ʔaː;មីង / ពូ (ក្មេង​, ផ្នែក​ខាង​ឪពុក​)
เจ้า;tɕâw;អ្នក​! ចៅហ្វាយ
ซ้ำ;sám;ម្តង​ហើយ​ម្តង​ទៀត
สะดวก;sàʔ dùːak;ជា​ការ​ងាយ​ស្រួល​! មាន​ផា​សុខភាព
บริษัท;bɔ̀ʔ ríʔ sàt;របស់​ក្រុមហ៊ុន
ทั่วไป;tʰûːa paj;ការ​ទូទៅ
เหมือนกับ;mɯ̌ːan kàp;ជា​, ដូច​​​ជា​ការ
อย่างน้อย;jàːŋ nɔ́ːj;យ៉ាង​ហោច​ណាស់
คล้าย;kʰláːj;ស្រដៀង​ទៅ​នឹង
เฉพาะ;tɕʰà pʰɔ́ʔ;ពិសេស
องค์;ʔoŋ;សរីរាង្គ​, រាងកាយ​, អង្គការ
ช่วยเหลือ;tɕʰûaj lɯ̌ːa;ជួយ
ที;tʰiː;ពេល​វេលា​, accasion​, attitute
เขต;kʰèːt;តំបន់​, ព្រំ​ដែន​, ដែន​កំណត់
ครึ่ง;kʰrɯ̂ŋ;ពាក់​ក​ណ្តា​ល
ยุค;júk;សម័យ
กระทำ;kràʔ tʰam;ទង្វើ
แก้ไข;kɛ̂ː kʰǎj;កែ​, ព្យាបាល​, វិសោធនកម្ម
บาท;bàːt;បាត
คำตอบ;kʰam tɔ̀ːp;ចម្លើយ
ปลูก;plùːk;រោង​ចក្រ
พอใจ;pʰɔː tɕaj;សេចក្តី​សោមនស្ស​រីករាយ
ถือว่า;tʰɯ̌ː wâː;ពិចារណា​អំពី​ការ
น้อง;nɔ́ːŋ;បងប្អូន​បង្កើត​ដែល​មាន​វ័យក្មេង​ជាង
ประชุม;pràʔ tɕʰum;ការ​ជួប​ប្រជុំ
ทางการ;tʰaːŋ kaːn;មន្ត្រី​, សិទ្ធិ​អំណាច​, ជា​ផ្លូវការ
เหล่านี้;làw níː;ទាំងនេះ
สิ้น;sîn;ការ​បញ្ចប់
ภาค;pʰâːk;វិស័យ​, តំបន់
หมู่;mùː;ជា​ក្រុម
กันเอง;kan ʔeːŋ;យ៉ាង​ជិត​ស្និ​ទ​, ក្នុង​ចំណោម​ខ្លួន​ឯង
โครงการ;kʰroːŋ kaːn;គម្រោង​ការ
บริการ;bɔː ríʔ kaːn;សេវា
เรื่อย;rɯ̂ːaj;បន្ត
ป้องกัน;pɔ̂ːŋ kan;ប​ងា​្ក​រ​, ការពារ
แบ่ง;bɛ̀ŋ;ចំណែក
ก็ตาม;kɔ̂ː taːm;គ្មាន​បញ្ហា​ទេ, ស្អី​ក៏ដោយ
บริหาร;bɔː ríʔ hǎːn;រដ្ឋបាល ដើម្បី​គ្រប់គ្រង​, គ្រប់​គ្រង
ควบคุม;kʰûːap kʰum;ការ​ត្រួត​ពិនិត្យ
แม้แต่;mɛ́ː tɛ̀ː;សូម្បី​តែ
อาจารย์;ʔaː tɕaːn;គ្រូ​បង្រៀន
ลา;laː;ការ​និយាយ​ថា​លា
รุ่น;rûn;អ្នក​ជំនាន់
ข้าง;kʰâːŋ;ផ្នែក​ម្ខាង
ร่าง;râːŋ;សេចក្តី​ព្រាង​ច្បាប់
จำ;tɕam;ចង​ចាំ
พัก;pʰák;សម្រាក
มองเห็น;mɔːŋ hěn;មើល ឃើញ
สินค้า;sǐn kʰáː;ទំនិញ​, ផលិត​ផល
เรียบร้อย;rîːap rɔ́ːj;ត្រៀម​ខ្លួន​ជា​ស្រេច​, ជា​ការ​គួរសម
ตกลง;tòk loŋ;យល់​ព្រម
ทิ้ง;tʰíŋ;បោះ (ផ្ទះ​វិញ​)
เสร็จ;sèt;បាន​បញ្ចប់
ไหม;mǎj;ភាគល្អិត​ជា​សំណួរ
ข่าว;kʰàːw;ដំណឹង
ประกาศ;pràʔ kàːt;ប្រកាស​ពី​ការ
มหา;má hǎː;អស្ចារ្យ
วง;woŋ;រង្វង់
พระเจ้า;pʰráʔ tɕâw;ព្រះ​ជា​ម្ចាស់
ชี้;tɕʰíː;ចំណុច
เกือบ;kɯ̀ːap;ស្ទើរតែ​, ជិត​ស្និទ្ធ​ទៅ​នឹង
สุด;sùt;ការ​បញ្ចប់
อาการ;ʔaː kaːn;រោគ​សញ្ញា
แหล่ง;lɛ̀ŋ;ប្រភព​, កន្លែង​ដែល​ជា​ទី​លាន​កន្លែង​,
ชุมชน;tɕʰum tɕʰon;នៅ​សហគមន៍
สิทธิ;sìt tʰíʔ;បាន​អះអាង​ថា​, នៅ​ខាង​ស្ដាំ
บท;bòt;ជំពូក
สนับสนุน;sà nàp sà nǔn;ការ​គាំទ្រ
ชม;tɕʰom;សរសើរ
ธรรม;tʰam má;ភាព​ត្រឹមត្រូវ​, Dharma
ส่วนตัว;sùːan tuːa;ជា​ឯកជន
พระองค์;pʰráʔ ʔoŋ;ព្រះរាជា​ទ្រង់
เหมาะสม;mɔ̀ʔ sǒm;ការ​សមស្រប
แผ่น;pʰɛ̀n;សន្លឹក​, កុំព្យូទ័រ​បន្ទះ
นโยบาย;ná joː baːj;គោល​ន​យោ​បាយ
ช่อง;tɕʰɔ̂ːŋ;ឆា​នែ​ល
วิธีการ;wíʔ tʰiː kaːn;វិធី​សា​ស្រ្ត​, វិធី
นิยม;níʔ jom;ពេញ​និយម​! គោលការណ៍
เหมาะ;mɔ̀ʔ;approporiate​, លក្ខ​ណះ​អំណោយផល
อดีต;ʔà dìːt;អតីត
สม;sǒm;ការ​សមរម្យ​, ការ​សមស្រប
สำรวจ;sǎm rùːat;ការ​ស្ទាបស្ទង់​មតិ
ย่อม;jɔ̂ːm;តូច​, ធម្មជាតិ​, ជៀស​មិន​រួច
ล้วน;lúːan;ទាំង​ស្រុង​, សុទ្ធ​, ដាច់ខាត
ทันที;tʰan tʰiː;ភ្លាម
พี่น้อง;pʰîː nɔ́ːŋ;បងប្អូន​បង្កើត
สาร;sǎːn;សារធាតុ
ทั้งนี้;tʰáŋ níː;នៅ​ក្នុង​លំដាប់​នោះ​, ដូច្នេះ
วัฒนธรรม;wát tʰá ná tʰam;វប្ប​ធ​ម៍
สถาบัน;sà tʰǎː ban;គ្រឹះ​ស្ថាន
เทียบ;tʰîːap;បើ​ប្រៀប​ធៀប
หาย;hǎːj;រលាយ​បាត់
ชัด;tɕʰát;ការ​ច្បាស់​លាស់
สัมพันธ์;sǎm pʰan;ទំនាក់​ទំនង
วิชา;wíʔ tɕʰaː;ប្រធាន​បទ
พิธี;pʰíʔ tʰiː;ពិធី
รอ;rɔː;រង់ចាំ
ปฏิเสธ;pà tìʔ sèːt;ការ​ធ្លាក់​ចុះ
ปรับ;pràp;ការ​ផាក​ពិន័យ​មួយ (រូបិយ​វត្ថុ​)​, ធ្វើ​ឱ្យ​ប្រសើរ​ឡើង
เลื่อน;lɯ̂ːan;រុញ​, ផ្អាក​ការ
เริ่มต้น;rɤ̂ːm tôn;ការ​ចាប់​ផ្តើ​ម​, ចាប់​ផ្តើ​ម
แนว;nɛːw;បន្ទាត់​, និន្នាការ
อาชีพ;ʔaː tɕʰîːp;អាជីព​ជា​អ្នក​, ការ​កាន់កាប់
สมาชิก;sà maː tɕʰík;ជា​សមាជិក
จิตใจ;tɕìt tɕaj;ចិត្ត​, ផ្លូវ​ចិត្ដ
ตั้งใจ;tâŋ tɕaj;បំណង
แนะนำ;nɛ́ʔ nam;សូម​ផ្តល់​អនុសាសន៍
หมายถึง;mǎːj tʰɯ̌ŋ;មធ្យោបាយ
ต่างประเทศ;tàːŋ pràʔ tʰêːt;ពី​បរទេស
รายการ;raːj kaːn;បញ្ជី
ดำเนินการ;dam nɤːn kaːn;គ្រប់គ្រង​, អនុវត្ត, ការ​ប្រ​ព្រឹ​ត្ដ
กล้า;klâː;សេចក្តី​ក្លាហាន
เกี่ยวข้อง;kìːaw kʰɔ̂ːŋ;ការ​ទាក់ទង​, ការ​ព្រួយ​បារម្ភ
ชั่วโมง;tɕʰûːa moːŋ;ម៉ោង
คอย;kʰɔːj;រង់ចាំ
ได้แก่;dâj kɛ̀ː;ពោល​គឺ​, នោះ​ជា…
ทำลาย;tʰam laːj;ការ​បំផ្លាញ
หัวใจ;hǔːa tɕaj;បេះដូង
กระทบ;kràʔ tʰóp;ផល​ប៉ះ​ពាល់
ครบ;kʰróp;យ៉ាង​ពេញលេញ
ผ้า;pʰâː;ក្រណាត់
ขณะ;kʰà nàʔ;ខណៈ​ពេល​ដែល​ការ
หัวหน้า;hǔːa nâː;ប្រធាន​, ថៅកែ
ก็ดี;kɔ̂ː diː;ជា​ការ​ល្អ​ណាស់​, មិនអាក្រក់​ទេ
เตรียม;triːam;រៀបចំ
หมู่บ้าน;mùː bâːn;ភូមិ
อนาคต;ʔà naː kʰót;នា​ពេល​អនាគត
ยึด;jɯ́t;កាន់​, ឆក់​យក​, រឹបអូស
ถูกต้อง;tʰùːk tɔ̂ŋ;ត្រឹមត្រូវ
ไร่;râj;កសិកម្ម ឯកតា​នៃ​ការ​វាស់​វែង​ដី
ล่าง;lâːŋ;ទាប​ជាង ខាងក្រោម​, ក្រោម​ការ
สังเกต;sǎŋ kèːt;ការ​កត់​សម្គាល់​ឃើញ
เอก;ʔèːk;ការ​មួយ
หนี;nǐː;រត់​គេច​ខ្លួន
ศิลปะ;sǐn lá pàʔ;សិល្បៈ
ทำหน้าที่;tʰam nâː tʰîː;ធ្វើ​កាតព្វកិច្ច
บุญ;bun;កុសល
แสง;sɛ̌ːŋ;ពន្លឺ
ประสบ;pràʔ sòp;មានបទពិសោធន៍​, ជួប​ប្រទះ​, ជួប
ไฟ;faj;ភ្លើង
บรรดา;ban daː;ទាំង​នោះ​, ទាំង​អស់
ตัวอย่าง;tuːa jàːŋ;គំរូ​, ឧទាហរណ៍ ឧទាហរណ៍
ฟ้า;fáː;មេឃ​, ស្ថាន​បរមសុខ​! ខៀវ
อธิบาย;ʔà tʰíʔ baːj;ពន្យល់​ពី
ขั้น;kʰân;ជំហាន
กิจกรรม;kìt tɕà kam;សកម្មភាព
เส้น;sên;បន្ទាត់
ธุรกิจ;tʰúʔ rá kìt;មុខ​ជំនួញ
กระทรวง;kràʔ suːaŋ;ក្រសួង​ការ
สรุป;sà rùp;ការ​សន្និដ្ឋាន​, ដើម្បី​សង្ខេប
สภา;sà pʰaː;ក្រុមប្រឹក្សា ការ​ជួប​ប្រជុំ
เจริญ;tɕà rɤːn;លូតលាស់, រីក​ចម្រើន​, ការ​រីក​ចម្រើន​, ភាព​រុងរឿង
ประการ;pràʔ kaːn;វាយ​, ប្រភេទ​ណា​, ការ​តម្រៀប
ละคร;láʔ kʰɔːn;រឿង​មនោសញ្ចេតនា
ช่าง;tɕʰâŋ;អ្នកបច្ចេកទេស
สืบ;sɯ̀ːp;ការ​ស៊ើប​អង្កេត​, បទ
กรุง;kruŋ;រាជធានី, ទីក្រុង
ทำการ;tʰam kaːn;ធ្វើ​ការ​, ប្រតិ​ប​ត្តិ​ការ​, ធ្វើ​បាន
โรค;rôːk;ជំងឺ
สวน;sǔːan;សួន​ច្បារ
หวัง;wǎŋ;សង្ឃឹម​ថា
จ่าย;tɕàːj;បង់​ប្រាក់
แต่งงาน;tɛ̀ŋ ŋaːn;រៀបការ​ជាមួយ
พรรค;pʰák;គណ​បក្ស​, ក្រុម​មនុស្ស
นักศึกษา;nák sɯ̀k sǎː;និស្សិត
ผู้นำ;pʰûː nam;មេ​ដឹក​នាំ
เข้าสู่;kʰâw sùː;ការ​បញ្ចូល
คณะกรรมการ;kʰá náʔ kam má kaːn;ក្រុមប្រឹក្សា ក្រុម​អ្នក​, មហាវិទ្យាល័យ
ทุน;tʰun;មូល​និ​ធិ
ขณะที่;kʰà nàʔ tʰîː;ខណៈ​ពេល​នេះ
ความสามารถ;kʰwaːm sǎː mâːt;សមត្ថភាព​ក្នុង​ការ
ร่างกาย;râːŋ kaːj;រាងកាយ
รุนแรง;run rɛːŋ;ធ្ងន់​ធ្ង​រ​, អំពើ​ហឹ​ង្សា
ขยาย;kʰà jǎːj;ពង្រីក
แสน;sɛ̌ːn;ខ្លាំង​ណាស់​, 100.000
ใกล้ชิด;klâj tɕʰít;បិទ​, នៅ​ក្បែរ
คุณภาพ;kʰun ná pʰâːp;ដែល​មាន​គុណភាព
ยอด;jɔ̂ːt;ចំណុច​កំពូល​, ល្អ
โบราณ;boː raːn;នៅ​សម័យ​បុរាណ
เสด็จ;sà dèt;ការ​ដើរ (រាជ​)
มั่นคง;mân kʰoŋ;ស្ថិរភាព ក្រុម​ហ៊ុន
ล้าน;láːn;លាន​នាក់
ดำเนิน;dam nɤːn;ធ្វើ​ការ​, អនុវត្ត​, ដើរ​, ការ​ផ្លាស់​ប្តូ​រ
หลักฐาน;làk tʰǎːn;ភ័ស្តុ​តាង
เปล่า;plàːw;ទទេ
สาเหตุ;sǎː hèːt;ប​ណ្តា​ល​ឱ្យ
พยาบาล;pʰá jaː baːn;គិ​នុ​ប​្ឋ
วิจัย;wíʔ tɕaj;ការ​ស្រាវ​ជ្រាវ
เป็นต้น;pen tôn;ល ., ឧទាហរណ៍
แปลก;plɛ̀ːk;ចម្លែក
ชวน;tɕʰuːan;សួរ សូម​អញ្ជើញ
ราชการ;râːt tɕʰá kaːn;សេវា​សាធារណៈ
พืช;pʰɯ̂ːt;រោង​ចក្រ
กรอบ;krɔ̀ːp;ក្រប​ខ័ណ្ឌ​, ច្បាស់​, យ៉ាង​ខ្លាំង
จริงจัง;tɕiŋ tɕaŋ;ការ​ធ្ងន់​ធ្ង​រ
ดังนี้;daŋ níː;ដូច​​​ខាងក្រោម​នេះ
ดนตรี;don triː;តន្ត្រី
ค่อย;kʰɔ̂ːj;បន្តិច​ម្តង
ตรวจ;trùːat;ត្រួតពិនិត្យ, ការ​ប្រឡង
ทั้งหลาย;tʰáŋ lǎːj;ជាច្រើន​, ជា​ច្រើន
ค้า;kʰáː;ការ​ធ្វើ​ពាណិជ្ជកម្ម
แปล;plɛː;បកស្រាយ​, ប​ក​ប្រែ
